,Problem_Slug,Description,Plag_Slug_Percentage
261,xqm4lg,"What type of validation is being done in the following code?p
Student Birth Date:br
input type=""date"" name=""BirthDate"" ng-model=""BirthDate"" required placeholder=""yyyy-MM-dd""
span style=""color:red"" ng-show=""myForm.BirthDate.$dirty  myForm.BirthDate.$invalid""
span ng-show=""myForm.BirthDate.$error.required""Student Birth Date is required./span
span ng-show=""myForm.BirthDate.$error.date""Not a Valid Date./span
/span
/p
Date Validation","[['xqm4lg', 90.97], ['pogxg4', 84.21], ['3g1o6v', 81.48]]"
262,lq1mnn,"How would you perform validation on email?input type=""email"" name=""email"" ng-model=""email"" required
span style=""color:red"" ng-show=""myForm.email.$dirty  myForm.email.$invalid""
span ng-show=""myForm.email.$error.required""Email is required./span
span ng-show=""myForm.email.$error.email""Invalid email address./span

/span
","[['ao6pam', 86.82], ['vbgdpa', 76.53]]"
263,6y958r,"Read the following code and suggest changes to make it error-free?input name=""marks"" ng-model=""marks"" max=""100"" required
span =""color:red"" ng-show=""myForm.marks.$dirty  myForm.marks.$invalid""
span ng-show=""myForm.marks.$error.required""Email is required./span
span ng-show=""myForm.marks.$error.number""Invalid number./span
span ng-show=""myForm.marks.$error.max""Max Percentage is 100./span
span/
input type=""number"" name=""marks"" ng-model=""marks"" max=""100"" required
span style=""color:red"" ng-show=""myForm.marks.$dirty  myForm.marks.$invalid""
span ng-show=""myForm.marks.$error.required""Email is required./span
span ng-show=""myForm.marks.$error.number""Invalid number./span
span ng-show=""myForm.marks.$error.max""Max Percentage is 100./span
/span
","[['1q6x6e', 85.5], ['6y958r', 83.68]]"
264,oq30er,"Ho﻿w do you conditionally exclude an option.div
Pick your favorite hero
(labelinput type=""checkbox"" checked (change)=""showSad = !showSad""show sad/label)
/div
select [(ngModel)]=""hero""
ng-container *ngFor=""let h of heroes""
ng-container *ngIf=""showSad || h.emotion !== 'sad'""
option [ngValue]=""h""{{h.name}} ({{h.emotion}})/option
/ng-container
/ng-container
/select
",[]
265,yyb6xo,"Read the following code and guess the import statement of the code.@Directive({
selector: '[appCssToggle]'
})
export class CssToggleDirective {
@HostBinding('class.bg-warning') isBgWarning = false;

constructor(private elRef: ElementRef) { }

@HostListener('click', ['$event']) toggleOpen(event: Event) {
this.isBgWarning = !this.isBgWarning;
}
}
import { Directive, HostBinding, ElementRef, HostListener } from '@angular/core';
","[['yyb6xo', 83.71], ['n1mewq', 71.26], ['gbrr1r', 68.55], ['yybrbp', 68.55], ['1q694g', 65.03]]"
266,vbgdpa,"Read the following code and identify the error and choose the correct option.input names=""email"" ng-model=""email"" required
span style=""color:red"" ng-show=""myForm.email.$dirty  myForm.email.$invalid""
span ng-show=""myForm.email.$error.required""Email is required./span
span ng-show=""myForm.email.$error.email""Invalid email address./span
span/
input type=""email"" name=""email"" ng-model=""email"" required
span style=""color:red"" ng-show=""myForm.email.$dirty  myForm.email.$invalid""
span ng-show=""myForm.email.$error.required""Email is required./span
span ng-show=""myForm.email.$error.email""Invalid email address./span

/span
","[['ao6pam', 89.23], ['vbgdpa', 86.74]]"
267,4g8rl9,"Ron is confused in determining what type of validation is being carried out in the following code. Help him identify the type of validation?p
input type=""text"" name=""Student"" ng-model=""Student"" required
span style=""color:red"" ng-show=""myForm.Student.$dirty  myForm.Student.$invalid""
span ng-show=""myForm.Student.$error.required""Student Name is required./span
/span
/p
Required filed validation","[['4g8rl9', 93.47], ['ao6pq1', 68.35]]"
268,ao6pq1,"Please read the following validation code and identify whether it has an error or is an error and choose the options accordingly.""p
input type=""""text"""" name=""""Student"""" ng-class=""""Student"""" required
span style=""""color:red"""" ng-show=""""myForm.Student.$dirty  myForm.Student.$invalid""""
span ng-show=""""myForm.Student.$error.required""""Student Name is required./span
/span
/p""
p
input type=""text"" name=""Student"" ng-model=""Student"" required
span style=""color:red"" ng-show=""myForm.Student.$dirty  myForm.Student.$invalid""
span ng-show=""myForm.Student.$error.required""Student Name is required./span
/span
/p
","[['ao6pq1', 90.33], ['4g8rl9', 74.95]]"
269,xqm43g,"Which among the following would run error-free?import { Component } from '@angular/core';
@Component ({
selector: 'my-app',
templateUrl: 'app/app.component.html'
})
export class AppComponent {
title: string = 'Done';
}
",[]
270,1q694g,"Joey wants to use the below code and add/remove the CSS class named ""bg-new class"" when the user clicks on the element.What changes must be done to the below code to do the needful?import { Directive, HostBinding, ElementRef, HostListener } from '@angular/core';
@Directive({
selector: '[appCssToggle]'
})
export class CssToggleDirective {
@HostBinding('class.bg-warning') isBgWarning = false;
constructor(private elRef: ElementRef) { }
@HostListener('click', ['$event']) toggleOpen(event: Event) {
this.isBgWarning = !this.isBgWarning;
}
}
change @HostBinding('class.bg-warning') isBgWarning = false;
 to @HostBinding('class.bg-newClass') isBgWarning = false;
","[['1q694g', 91.49]]"
271,gb6xla,"Read the following code and identify the error and choose the correct option.currentClasses: Recordstring, boolean = {};
{/* . . . */}
setCurrentClasses() {
currentClasses ={
saveable: this.canSave,
modified: !this.isUnchanged,
special:this.isSpecial
};
}
currentClasses: Recordstring, boolean = {};
{/* . . . */}
setCurrentClasses() {
this.currentClasses ={
saveable: this.canSave,
modified: !this.isUnchanged,
special:this.isSpecial
};
}
","[['gb6xla', 70.48]]"
272,rld5ql,"Read the following code and choose what would the code do?function Dummy(target) {
dummy.log('Something done', target);
}
This would create a decorator","[['rld5ql', 85.11]]"
273,q6gqrd,"Consider the following code@Component({
selector:'app-list',
templateUrl: './hero-list.component.html',
providers:[ HeroService ]
})
export class ListComponent implements OnInit {
/* . . . */
}
Suppose if an HTML document contains app-list/app-list, whom do you think angular would create an instance of?ListComponent","[['q6gqrd', 85.27]]"
274,6y95rr,"Read the following line of code and choose from the following what would be the outcome of the following.ng generate class Dummy [options]
This will generate a class named Dummy.","[['6y95rr', 92.3]]"
275,eew6pw,"Read the following code and identify the problem with the code and choose the correct option?import { Component} from '@angular/core';
@Component({
selector: 'my-component',
template: 'divSomething Done/div'
})
export class MyComponent {
@Input
title: string;
}
import { Component, Input } from '@angular/core';
@Component({
selector: 'my-component',
template: 'divSomething Done/div'
})
export class MyComponent {
@Input()
title: string;
}
","[['eew6pw', 77.8]]"
276,9depnq,"Which among the following two methods would be called first?export class App implements OnInit{
constructor(){
}
ngOnInit(){
}
}
constructor()","[['9depnq', 69.08]]"
277,mqg94r,"How would you import an HTTP client into a root module ofyour application?import { HttpClientModule } from '@angular/common/http';
@NgModule({
imports: [
BrowserModule,
HttpClientModule,
],
/*......*/
})
 export class AppModule {}
",[]
278,wpba4a,"Read the code and identify which of the following is it structure of?interface ObserverT {
closed?: boolean;
next: (value: T) = void;
error: (err: any) = void;
complete: () = void;
}
Observer","[['wpba4a', 78.28]]"
279,bnvdme,"Which among the following is the correct way of handling errors in angular?fetchUser() {
this.userService.getProfile()
.subscribe(
(data: User) = this.userProfile = { ...data },
error = this.error = error
);
}
",[]
280,8y415n,"Read the following being used for the method inside the class and choose the correct code from the following.import { Component, HostListener } from '@angular/core';
@Component({
selector:
template: 'divSomething Done/div'
})
export class MyComponent {
@HostListener('click', ['$event'])
onHostClick(event: Event) {
}
}
import { Component, HostListener } from '@angular/core';
@Component({
selector: 'my-component',
template: 'divSomething Done/div'
})
export class MyComponent {
@HostListener('click', ['$event'])
onHostClick(event: Event) {
}
}
","[['8y415n', 81.56]]"
281,vbgd4a,"Harry has written a code but now he has some confusion regarding it. If the outlet name is not given then what will be the appropriate method to recall the default value? Harry's code is:router-outlet/router-outlet
router-outlet name='left'/router-outlet
router-outlet name='right'/router-outlet
Default value is primary","[['vbgd4a', 94.44], ['3g1o9v', 87.09]]"
282,lq1mvn,"The following code is an example of which of the following.import { Component } from '@angular/core';
@Component ({
selector: 'my-app',
template: '
div
h1{{title}}/h1
divSomething done/div
/div
'
})
export class AppComponent {
title: string = 'Hello World';
}
Inline template","[['lq1mvn', 72.93]]"
283,oq304r,"@Component({
selector:'app-list',
templateUrl: './hero-list.component.html',
providers:[ HeroService ]
})
export class ListComponent implements OnInit {
/* . . . */
}
In the above code, the provider keyword is telling angular how to provide which instance that the component's constructor uses?HeroService","[['oq304r', 81.62]]"
284,ao6pn1,John is new at a company and is very willing to know how the Async pipe will work and what's the reason to use this?It helps in performing two operations.subscribe()unsubcribe(),"[['ao6pn1', 81.82]]"
285,pogr46,"In relation to Angular 4 RxJS Library, which of the following is the correct code that can be used for creating an observable from a counter.import {interval } from 'rxjs';
const secondsCounter = interval(1000);
const subscription = secondsCounter.subscribe(n=console.log(`It's been ${n + 1}
seconds since subscribing!`));
",[]
286,0qrmb1,"Examine the code and choose the option that which styling will be applied to the component :  app.component.ts
 export class AppComponent {
style: {};
fontStyle=true
fontWeight=false;
fontSize;
constructor()
{
this.style = {
'font-style': this.fontStyle ? 'german' : 'normal',
'font-weight': !this.fontWeight ? 'underline' : 'normal',
'font-size': this.fontSize ? '40px' : '20px'
};
}
 }
German underline 20px","[['0qrmb1', 88.29], ['q6gq4p', 73.86]]"
287,5ywq0d,"Consider the below-given code which was found in an angular file,pDate: {{today | date}}/p
If the output is checked on 02 December 2021 at 02 PM on Sunday, the predicted output will be.Date: Dec 15, 2021
","[['5ywq0d', 90.89]]"
288,bnvd3e,"Alina is an Angular developer and wants to subscribe to an RxJs particular object to work with observable, so select an option that helps Alina to subscribe and unsubscribe.Async pipe","[['bnvd3e', 96.47]]"
